PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000075826.12.SEC31B.wgt.RDat	SEC31B	10	102246399	102279711	0.180	rs17113613	-2.79	rs3793706	 0.13586	-4.33	-0.145750	425	 1	top1	0.14	0.00028	 0.146	8.84e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000221767.1.MIR1307.wgt.RDat	MIR1307	10	105154010	105154158	0.421	rs10883820	-2.33	rs2271751	 0.44663	 6.24	-0.207415	335	 1	top1	0.45	1.2e-12	-0.207	8.36e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165806.15.CASP7.wgt.RDat	CASP7	10	115438942	115490662	0.593	rs9645582	-2.77	rs3121465	 0.12361	 4.70	 0.547294	609	 1	top1	0.12	0.00053	 0.547	5.84e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151553.10.FAM160B1.wgt.RDat	FAM160B1	10	116581503	116659591	0.266	rs2475228	-3.47	rs7091958	 0.03995	 3.59	 0.893758	377	 1	top1	0.04	0.036	 0.894	3.71e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000183605.12.SFXN4.wgt.RDat	SFXN4	10	120900425	120925179	0.366	rs2297696	-3.11	rs10749291	 0.43594	 6.24	 1.747979	479	 1	top1	0.44	2.8e-12	 1.748	8.05e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000271670.1.RP11-95I16.4.wgt.RDat	RP11-95I16.4	10	122638768	122640179	0.452	rs17101395	-5.89	rs10886788	 0.39896	-5.93	-0.375057	632	 1	top1	0.4	4.2e-11	 0.375	7.08e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000119965.8.C10orf88.wgt.RDat	C10orf88	10	124690419	124712548	0.342	rs10902873	 2.48	rs7902274	 0.30383	 5.18	-1.302393	555	 1	top1	0.3	2.3e-08	-1.302	1.93e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170430.9.MGMT.wgt.RDat	MGMT	10	131265448	131566271	0.245	rs4751144	 2.82	rs11016853	 0.13232	-4.56	 0.339768	749	 4	lasso	0.2	9.4e-06	-1.043	2.97e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151640.8.DPYSL4.wgt.RDat	DPYSL4	10	134000404	134019280	0.405	rs9419374	-2.32	rs4534498	 0.08236	 4.31	-2.167819	440	 7	lasso	0.13	0.00034	 0.131	8.95e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165752.12.STK32C.wgt.RDat	STK32C	10	134020996	134145351	0.428	rs9419374	-2.32	rs12570033	 0.10858	-4.09	 0.371102	489	 1	top1	0.11	0.0011	-0.371	7.11e-01
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177042.10.TMEM80.wgt.RDat	TMEM80	11	698869	705028	0.449	rs7937440	-3.42	rs4963126	 0.307313	-5.52	-1.3370	449	 1	top1	0.31	1.8e-08	 1.3370	0.18123
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255284.1.AP006621.5.wgt.RDat	AP006621.5	11	777578	784297	0.344	rs4963049	 2.17	rs4963153	 0.308714	 5.50	 0.0376	394	 1	top1	0.31	1.7e-08	 0.0376	0.97002
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177236.3.AP006621.1.wgt.RDat	AP006621.1	11	780117	780755	0.461	rs4963049	 2.11	rs4963153	 0.370102	 6.08	 0.0376	392	 1	top1	0.37	3.1e-10	 0.0376	0.97002
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255142.1.AP006621.6.wgt.RDat	AP006621.6	11	781645	782105	0.331	rs4963049	 2.15	rs11246316	 0.146240	 4.47	 0.2952	393	 7	lasso	0.2	8.8e-06	 0.4008	0.68853
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177697.13.CD151.wgt.RDat	CD151	11	832843	838834	0.575	rs6598035	 2.09	rs34956804	 0.328849	-5.73	 0.9042	390	36	enet	0.35	1.5e-09	-0.5021	0.61561
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110628.9.SLC22A18.wgt.RDat	SLC22A18	11	2923423	2946476	0.607	rs2237896	 3.33	rs16928809	 0.484064	 6.51	 0.8232	444	52	enet	0.52	1.9e-15	 0.3509	0.72570
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167325.10.RRM1.wgt.RDat	RRM1	11	4115937	4160106	0.287	rs4910980	 3.25	rs2284452	 0.000514	 3.48	-0.4241	517	25	enet	0.0048	0.24	 0.3733	0.70896
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170955.9.PRKCDBP.wgt.RDat	PRKCDBP	11	6340176	6341877	0.315	rs11040316	 2.98	rs1377522	 0.206738	 4.39	-0.7786	604	 1	top1	0.21	6.5e-06	-0.7786	0.43622
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000158042.8.MRPL17.wgt.RDat	MRPL17	11	6702013	6704632	0.265	rs6578750	 2.52	rs16917433	 0.041884	 4.45	-1.0251	612	 5	lasso	0.064	0.011	-0.7301	0.46533
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149050.5.ZNF214.wgt.RDat	ZNF214	11	7020549	7041599	0.228	rs12803770	 3.03	rs10839715	 0.080189	-4.20	 0.3262	679	 5	lasso	0.12	0.00059	-0.7333	0.46340
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166394.10.CYB5R2.wgt.RDat	CYB5R2	11	7686331	7698453	0.570	NA	   NA	NA	       NA	   NA	     NA	  0	 0	enet	0.048	0.024	     NA	     NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166436.11.TRIM66.wgt.RDat	TRIM66	11	8633584	8693413	0.346	rs4061049	 2.69	rs10840114	 0.237758	 5.11	-1.8384	495	 5	lasso	0.29	4e-08	-2.2063	0.02736
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254860.1.TMEM9B-AS1.wgt.RDat	TMEM9B-AS1	11	8986222	8999074	0.536	rs4061049	 2.69	rs3815991	 0.333674	 6.13	-0.0422	351	 2	lasso	0.37	3.9e-10	 0.2200	0.82585
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133812.10.SBF2.wgt.RDat	SBF2	11	9800214	10315754	0.211	rs10840211	-2.52	rs10500724	 0.045053	 3.94	 0.3073	662	 1	top1	0.045	0.028	 0.3073	0.75862
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000121690.5.DEPDC7.wgt.RDat	DEPDC7	11	33037410	33055128	0.199	rs10600	 3.45	rs7926030	 0.070588	-3.84	 0.4142	307	 2	lasso	0.16	7.6e-05	 0.2495	0.80301
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149089.8.APIP.wgt.RDat	APIP	11	34874641	34918402	0.551	rs12288819	-2.61	rs1117050	 0.512388	 6.66	-0.0619	705	 1	top1	0.51	5.8e-15	-0.0619	0.95065
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149084.7.HSD17B12.wgt.RDat	HSD17B12	11	43577986	43878160	0.649	rs7932287	-3.28	rs10768983	 0.511780	-6.78	-2.9343	651	34	enet	0.53	8.9e-16	 2.6192	0.00881
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246250.2.RP11-613D13.5.wgt.RDat	RP11-613D13.5	11	43851259	43902276	0.294	rs11037611	 3.12	rs10768983	 0.071117	-4.54	-2.9343	524	27	enet	0.16	8.2e-05	 1.9077	0.05643
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110455.9.ACCS.wgt.RDat	ACCS	11	44087475	44105764	0.477	rs11037611	 3.12	rs7951555	 0.126286	 4.58	 0.0361	534	 8	lasso	0.39	9.1e-11	-0.9612	0.33644
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000175213.2.ZNF408.wgt.RDat	ZNF408	11	46722368	46727462	0.186	rs12272795	 1.79	rs10838644	 0.101196	-4.16	-0.6859	237	 2	lasso	0.1	0.0016	 0.8786	0.37961
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165916.4.PSMC3.wgt.RDat	PSMC3	11	47440320	47447993	0.207	rs4647731	-1.90	rs11570067	 0.105204	-4.20	 0.5521	283	 6	lasso	0.2	7.9e-06	-0.3188	0.74991
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149187.13.CELF1.wgt.RDat	CELF1	11	47487496	47586021	0.175	rs4647731	-1.90	rs12417519	 0.158786	 4.19	-0.6233	285	 1	top1	0.16	8.6e-05	-0.6233	0.53309
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000134809.4.TIMM10.wgt.RDat	TIMM10	11	57295936	57298276	0.451	rs11607122	-2.92	rs2848630	 0.202413	 5.14	 1.3707	367	29	enet	0.23	1.7e-06	 1.4341	0.15155
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133321.6.RARRES3.wgt.RDat	RARRES3	11	63304281	63313934	0.210	rs11231534	-2.83	rs11231649	-0.011901	 3.41	 0.3371	281	 8	enet	-0.011	0.82	 0.2766	0.78205
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000176485.6.PLA2G16.wgt.RDat	PLA2G16	11	63340667	63384355	0.273	rs2000515	-3.87	rs7115616	-0.009919	 3.79	 0.7795	303	 8	lasso	0.0056	0.23	-1.5524	0.12057
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000245532.4.NEAT1.wgt.RDat	NEAT1	11	65190245	65213011	0.193	rs2904978	-3.45	rs674485	 0.071284	 3.70	 1.9196	349	 1	top1	0.071	0.0074	 1.9196	0.05491
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000173327.3.MAP3K11.wgt.RDat	MAP3K11	11	65365226	65381720	0.268	rs565921	-3.51	rs2004649	 0.238882	 4.93	-1.4312	332	 1	top1	0.24	1.1e-06	-1.4312	0.15239
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000172543.3.CTSW.wgt.RDat	CTSW	11	65647280	65651212	0.285	rs2452681	-3.39	rs687672	 0.263700	-4.87	-0.5008	331	 1	top1	0.26	2.6e-07	 0.5008	0.61652
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255320.1.RP11-755F10.1.wgt.RDat	RP11-755F10.1	11	66012311	66013710	0.312	rs565921	-3.46	rs2236652	 0.336203	 5.46	-1.4796	313	 1	top1	0.34	3e-09	-1.4796	0.13898
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000213402.2.PTPRCAP.wgt.RDat	PTPRCAP	11	67202981	67203821	0.282	rs11227668	-1.81	rs630172	 0.225307	-4.86	-1.1189	222	 1	top1	0.23	2.3e-06	 1.1189	0.26317
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167792.7.NDUFV1.wgt.RDat	NDUFV1	11	67374323	67380006	0.271	rs3763941	 2.18	rs12790798	 0.098590	 4.32	 0.2614	241	 7	enet	0.12	0.00082	 0.2480	0.80411
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000197345.8.MRPL21.wgt.RDat	MRPL21	11	68658744	68671303	0.453	rs9787877	-5.24	rs604524	 0.522028	-6.82	 0.8450	394	 1	top1	0.52	2.5e-15	-0.8450	0.39813
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000132740.4.IGHMBP2.wgt.RDat	IGHMBP2	11	68671310	68708067	0.196	rs9787877	-5.24	rs10896384	 0.174874	 4.70	 0.6033	406	 1	top1	0.17	3.7e-05	 0.6033	0.54629
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000259799.1.RP11-554A11.9.wgt.RDat	RP11-554A11.9	11	68923378	68927220	0.436	rs9787877	-5.24	rs3019748	 0.113267	 4.24	-0.2409	428	13	enet	0.18	2.8e-05	 0.5163	0.60563
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254682.1.RP11-660L16.2.wgt.RDat	RP11-660L16.2	11	71159720	71163203	0.246	rs11603444	 2.57	rs3794060	 0.269343	-5.13	 1.3324	351	 1	top1	0.27	1.8e-07	-1.3324	0.18273
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000168014.12.C2CD3.wgt.RDat	C2CD3	11	73723763	73882064	0.214	rs7128786	-3.27	rs11608147	-0.011216	 3.51	-0.1912	448	14	lasso	-0.0075	0.55	-0.5818	0.56070
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166435.11.XRRA1.wgt.RDat	XRRA1	11	74518784	74660245	0.796	rs10793104	-2.54	rs4944950	 0.632941	 7.79	-0.3049	509	12	lasso	0.69	1.5e-23	-0.4019	0.68776
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000241170.2.RP11-147I3.1.wgt.RDat	RP11-147I3.1	11	74587331	74631067	0.318	rs10793104	-2.54	rs4245440	 0.286529	-5.37	-0.1336	458	 1	top1	0.29	6.6e-08	 0.1336	0.89375
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149260.10.CAPN5.wgt.RDat	CAPN5	11	76777979	76837201	0.265	rs12279716	 2.82	rs6592657	 0.038759	 3.95	-0.3938	432	 3	lasso	0.096	0.0021	-1.3645	0.17241
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246174.3.KCTD21-AS1.wgt.RDat	KCTD21-AS1	11	77850817	77886369	0.364	rs693720	-2.54	rs10793289	 0.350474	-5.60	 1.8430	363	 1	top1	0.35	1.2e-09	-1.8430	0.06532
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000182919.10.C11orf54.wgt.RDat	C11orf54	11	93475129	93497915	0.478	rs1553604	-2.37	rs652961	 0.330029	 5.44	-1.0229	401	 1	top1	0.33	4.4e-09	-1.0229	0.30637
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000020922.8.MRE11A.wgt.RDat	MRE11A	11	94152895	94226072	0.488	rs10831253	-2.86	rs535801	 0.479244	 6.43	-1.1985	466	 1	top1	0.48	9.4e-14	-1.1985	0.23072
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149231.7.CCDC82.wgt.RDat	CCDC82	11	96085933	96123087	0.572	rs4753751	 3.15	rs11021552	 0.536124	 6.80	-2.0632	477	 1	top1	0.54	6.9e-16	-2.0632	0.03909
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000261098.1.RP11-819C21.1.wgt.RDat	RP11-819C21.1	11	107182858	107186997	0.389	rs495836	-3.15	rs652429	 0.011842	 3.73	-0.5325	465	 1	top1	0.012	0.16	-0.5325	0.59439
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000137713.11.PPP2R1B.wgt.RDat	PPP2R1B	11	111606005	111637151	0.176	rs1042752	-2.58	rs623491	 0.101015	 3.99	 0.0775	376	 1	top1	0.1	0.0017	 0.0775	0.93824
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149292.12.TTC12.wgt.RDat	TTC12	11	113185251	113254266	0.705	rs1348939	-3.15	rs2236709	 0.460988	 6.44	 0.6106	535	 1	top1	0.46	4.1e-13	 0.6106	0.54150
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000248712.3.CCDC153.wgt.RDat	CCDC153	11	119061419	119066584	0.308	rs670906	-3.06	rs11217188	 0.010114	 3.74	-0.5979	368	10	enet	0.063	0.011	-0.5133	0.60774
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110060.4.PUS3.wgt.RDat	PUS3	11	125763381	125773116	0.224	rs3862628	-3.04	rs1106944	 0.037405	 3.70	-0.9649	548	 1	top1	0.037	0.041	-0.9649	0.33461
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110074.6.FOXRED1.wgt.RDat	FOXRED1	11	126141332	126148026	0.490	rs3862628	-3.04	rs633607	 0.221817	-5.29	-0.3589	634	 6	lasso	0.25	6e-07	 0.3247	0.74538
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120451.6.SNX19.wgt.RDat	SNX19	11	130745331	130786404	0.510	rs3910266	-3.56	rs2276097	 0.392013	 5.87	 1.1887	646	 1	top1	0.39	6.9e-11	 1.1887	0.23456
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120647.5.CCDC77.wgt.RDat	CCDC77	12	499138	551811	0.229	rs11571475	 3.23	rs4980898	 0.02396	-3.91	 1.03392	399	 3	lasso	0.045	0.028	-0.6429	0.520
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000171840.7.NINJ2.wgt.RDat	NINJ2	12	673462	772945	0.484	rs11571475	 3.23	rs558406	-0.00309	 2.98	-1.42974	475	25	enet	0.011	0.16	-1.0493	0.294
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000212127.5.TAS2R14.wgt.RDat	TAS2R14	12	11090005	11091862	0.164	rs1078437	 2.74	rs10772397	 0.14591	 4.18	-0.57115	366	 1	top1	0.15	0.00017	-0.5711	0.568
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255837.1.TAS2R20.wgt.RDat	TAS2R20	12	11149094	11150474	0.344	rs1078437	 2.74	rs10845242	 0.30272	 5.18	-0.18711	381	 1	top1	0.3	2.4e-08	-0.1871	0.852
