PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000138293.15.NCOA4.wgt.RDat	NCOA4	10	51565108	51590734	0.198	rs10993994	 9.32	rs10993994	 0.18108	 4.45	 9.316	112	 1	top1	0.18	2.6e-05	 9.3165	1.20e-20
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000099290.11.FAM21A.wgt.RDat	FAM21A	10	51827648	51893269	0.572	rs10993994	 9.32	rs2338050	 0.44924	-6.23	-0.649	281	 1	top1	0.45	1e-12	 0.6491	5.16e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000204147.5.ASAH2B.wgt.RDat	ASAH2B	10	52499078	52516948	0.311	rs1904694	-3.02	rs4245008	 0.20323	 5.17	-0.255	473	 6	enet	0.23	1.5e-06	-0.2629	7.93e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166321.9.NUDT13.wgt.RDat	NUDT13	10	74870217	74891586	0.343	rs3763725	 1.96	rs16930346	 0.30482	-5.84	 1.872	223	20	lasso	0.34	1.8e-09	-1.6795	9.30e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000236756.4.DNAJC9-AS1.wgt.RDat	DNAJC9-AS1	10	75007118	75036742	0.453	rs3763725	 1.96	rs7923276	 0.03931	-3.18	-0.816	223	 1	top1	0.039	0.037	 0.8163	4.14e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000224195.1.RP11-574K11.5.wgt.RDat	RP11-574K11.5	10	75573276	75574495	0.287	rs7098158	 2.39	rs2675676	 0.01644	-3.09	-0.462	232	 1	top1	0.016	0.12	 0.4621	6.44e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000156110.9.ADK.wgt.RDat	ADK	10	75910960	76469061	0.378	rs7917231	-2.40	rs11001014	-0.00797	 3.69	 1.833	394	 4	lasso	0.0095	0.18	 1.4467	1.48e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000224596.3.ZMIZ1-AS1.wgt.RDat	ZMIZ1-AS1	10	80703085	80827652	0.446	rs1821676	-3.28	rs4980014	 0.00739	 3.45	 0.079	632	 1	top1	0.0074	0.2	 0.0790	9.37e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000242600.2.MBL1P.wgt.RDat	MBL1P	10	81664654	81710092	0.237	rs4255480	 2.07	rs7072068	 0.01535	 3.49	 1.024	324	 1	top1	0.015	0.13	 1.0237	3.06e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133661.11.SFTPD.wgt.RDat	SFTPD	10	81697496	81742370	0.271	rs4255480	 2.07	rs7908468	 0.04481	-3.57	 0.196	314	 1	top1	0.045	0.028	-0.1957	8.45e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000230091.2.TMEM254-AS1.wgt.RDat	TMEM254-AS1	10	81806616	81838668	0.477	rs4255480	 2.07	rs4478933	 0.23580	 5.45	-0.014	331	 7	lasso	0.35	1.1e-09	 0.2037	8.39e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000152778.7.IFIT5.wgt.RDat	IFIT5	10	91174343	91180758	0.271	rs2105436	 3.11	rs303212	 0.17993	-4.77	-0.335	547	 1	top1	0.18	2.8e-05	 0.3353	7.37e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000232229.1.LINC00865.wgt.RDat	LINC00865	10	91589267	91600618	0.397	rs11185772	 2.56	rs1125326	 0.28964	 5.06	 0.191	488	 1	top1	0.29	5.5e-08	 0.1909	8.49e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000270670.1.RP11-248C1.3.wgt.RDat	RP11-248C1.3	10	91597369	91599091	0.338	rs11185772	 2.56	rs1125326	 0.05734	 4.30	 0.191	483	52	enet	0.095	0.0022	 1.1101	2.67e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000236493.1.EIF2S2P3.wgt.RDat	EIF2S2P3	10	94428502	94429500	0.214	rs9804247	-3.05	rs10882099	 0.05203	 3.79	-1.044	376	 4	lasso	0.11	0.0011	-1.8103	7.03e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000176273.10.SLC35G1.wgt.RDat	SLC35G1	10	95653730	95715819	0.411	rs10882380	 3.12	rs1223467	 0.03223	-3.81	 0.952	479	20	enet	0.13	0.00032	-0.8063	4.20e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000173145.7.NOC3L.wgt.RDat	NOC3L	10	96075004	96122716	0.213	rs10882380	 3.12	rs17516904	 0.07388	 4.20	 1.110	339	19	enet	0.1	0.0015	 0.7326	4.64e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000107443.11.CCNJ.wgt.RDat	CCNJ	10	97803151	97820627	0.231	rs12764493	 2.10	rs7071836	 0.17782	-4.28	 1.225	495	 1	top1	0.18	3.1e-05	-1.2248	2.21e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000227492.1.RP11-316M21.6.wgt.RDat	RP11-316M21.6	10	101989424	101993757	0.405	rs12762598	-3.06	rs7474634	 0.03123	 3.39	-0.453	378	46	enet	0.038	0.04	-0.4916	6.23e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000095485.12.CWF19L1.wgt.RDat	CWF19L1	10	101992055	102027437	0.288	rs12762598	-3.06	rs11597086	 0.05562	 4.32	-0.429	395	 8	lasso	0.13	0.00041	-0.3211	7.48e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000075826.12.SEC31B.wgt.RDat	SEC31B	10	102246399	102279711	0.180	rs12762598	-3.06	rs3793706	 0.13586	-4.33	 0.408	425	 1	top1	0.14	0.00028	-0.4075	6.84e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000221767.1.MIR1307.wgt.RDat	MIR1307	10	105154010	105154158	0.421	rs879543	 3.81	rs2271751	 0.44663	 6.24	 0.313	335	 1	top1	0.45	1.2e-12	 0.3129	7.54e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165806.15.CASP7.wgt.RDat	CASP7	10	115438942	115490662	0.593	rs519613	-2.68	rs3121465	 0.12361	 4.70	 0.682	609	 1	top1	0.12	0.00053	 0.6817	4.95e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151553.10.FAM160B1.wgt.RDat	FAM160B1	10	116581503	116659591	0.266	rs1407278	 2.41	rs7091958	 0.03995	 3.59	 0.479	377	 1	top1	0.04	0.036	 0.4791	6.32e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000183605.12.SFXN4.wgt.RDat	SFXN4	10	120900425	120925179	0.366	rs7908484	-2.73	rs10749291	 0.43594	 6.24	 2.401	479	 1	top1	0.44	2.8e-12	 2.4007	1.64e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000271670.1.RP11-95I16.4.wgt.RDat	RP11-95I16.4	10	122638768	122640179	0.452	rs10886845	 4.26	rs10886788	 0.39896	-5.93	 2.032	632	 1	top1	0.4	4.2e-11	-2.0322	4.21e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000119965.8.C10orf88.wgt.RDat	C10orf88	10	124690419	124712548	0.342	rs12266077	 3.32	rs7902274	 0.30383	 5.18	-1.289	555	 1	top1	0.3	2.3e-08	-1.2887	1.97e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170430.9.MGMT.wgt.RDat	MGMT	10	131265448	131566271	0.245	rs10764909	 3.39	rs11016853	 0.13232	-4.56	 1.224	749	 4	lasso	0.2	9.4e-06	-0.7336	4.63e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151640.8.DPYSL4.wgt.RDat	DPYSL4	10	134000404	134019280	0.405	rs10870290	-2.47	rs4534498	 0.08236	 4.31	-1.146	440	 7	lasso	0.13	0.00034	-1.5127	1.30e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165752.12.STK32C.wgt.RDat	STK32C	10	134020996	134145351	0.428	rs2767431	 2.84	rs12570033	 0.10858	-4.09	-0.115	489	 1	top1	0.11	0.0011	 0.1146	9.09e-01
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177042.10.TMEM80.wgt.RDat	TMEM80	11	698869	705028	0.449	rs4963155	 2.39	rs4963126	 0.307313	-5.52	-0.27479	449	 1	top1	0.31	1.8e-08	 0.27479	7.83e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255284.1.AP006621.5.wgt.RDat	AP006621.5	11	777578	784297	0.344	rs4963155	 2.39	rs4963153	 0.308714	 5.50	-0.41865	394	 1	top1	0.31	1.7e-08	-0.41865	6.75e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177236.3.AP006621.1.wgt.RDat	AP006621.1	11	780117	780755	0.461	rs4963155	 2.39	rs4963153	 0.370102	 6.08	-0.41865	392	 1	top1	0.37	3.1e-10	-0.41865	6.75e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255142.1.AP006621.6.wgt.RDat	AP006621.6	11	781645	782105	0.331	rs4963155	 2.39	rs11246316	 0.146240	 4.47	-0.21539	393	 7	lasso	0.2	8.8e-06	-0.33494	7.38e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177697.13.CD151.wgt.RDat	CD151	11	832843	838834	0.575	rs4963155	 2.39	rs34956804	 0.328849	-5.73	 0.33340	390	36	enet	0.35	1.5e-09	-0.47276	6.36e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110628.9.SLC22A18.wgt.RDat	SLC22A18	11	2923423	2946476	0.607	rs12274567	-2.93	rs16928809	 0.484064	 6.51	 1.21187	444	52	enet	0.52	1.9e-15	 0.31603	7.52e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167325.10.RRM1.wgt.RDat	RRM1	11	4115937	4160106	0.287	rs4600243	-2.53	rs2284452	 0.000514	 3.48	 1.14901	517	25	enet	0.0048	0.24	 0.89770	3.69e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170955.9.PRKCDBP.wgt.RDat	PRKCDBP	11	6340176	6341877	0.315	rs10500661	-3.58	rs1377522	 0.206738	 4.39	-0.65175	604	 1	top1	0.21	6.5e-06	-0.65175	5.15e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000158042.8.MRPL17.wgt.RDat	MRPL17	11	6702013	6704632	0.265	rs10500661	-3.58	rs16917433	 0.041884	 4.45	 1.05488	612	 5	lasso	0.064	0.011	 0.60163	5.47e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149050.5.ZNF214.wgt.RDat	ZNF214	11	7020549	7041599	0.228	rs11825966	 3.32	rs10839715	 0.080189	-4.20	 1.31297	679	 5	lasso	0.12	0.00059	-0.86784	3.85e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166394.10.CYB5R2.wgt.RDat	CYB5R2	11	7686331	7698453	0.570	NA	   NA	NA	       NA	   NA	      NA	  0	 0	enet	0.048	0.024	      NA	      NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166436.11.TRIM66.wgt.RDat	TRIM66	11	8633584	8693413	0.346	rs2061037	-2.57	rs10840114	 0.237758	 5.11	-0.41999	495	 5	lasso	0.29	4e-08	-0.40263	6.87e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254860.1.TMEM9B-AS1.wgt.RDat	TMEM9B-AS1	11	8986222	8999074	0.536	rs6486307	 2.62	rs3815991	 0.333674	 6.13	 0.93391	351	 2	lasso	0.37	3.9e-10	 1.16721	2.43e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133812.10.SBF2.wgt.RDat	SBF2	11	9800214	10315754	0.211	rs1874443	-2.96	rs10500724	 0.045053	 3.94	 0.27808	662	 1	top1	0.045	0.028	 0.27808	7.81e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000121690.5.DEPDC7.wgt.RDat	DEPDC7	11	33037410	33055128	0.199	rs552512	-3.71	rs7926030	 0.070588	-3.84	 0.45135	307	 2	lasso	0.16	7.6e-05	-1.63016	1.03e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149089.8.APIP.wgt.RDat	APIP	11	34874641	34918402	0.551	rs7113572	-3.38	rs1117050	 0.512388	 6.66	 1.52077	705	 1	top1	0.51	5.8e-15	 1.52077	1.28e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149084.7.HSD17B12.wgt.RDat	HSD17B12	11	43577986	43878160	0.649	rs16937425	-3.56	rs10768983	 0.511780	-6.78	 0.26762	651	34	enet	0.53	8.9e-16	 0.05028	9.60e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246250.2.RP11-613D13.5.wgt.RDat	RP11-613D13.5	11	43851259	43902276	0.294	rs7927029	 3.26	rs10768983	 0.071117	-4.54	 0.26762	524	27	enet	0.16	8.2e-05	-0.09204	9.27e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110455.9.ACCS.wgt.RDat	ACCS	11	44087475	44105764	0.477	rs7927029	 3.26	rs7951555	 0.126286	 4.58	-0.02093	534	 8	lasso	0.39	9.1e-11	-0.99531	3.20e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000175213.2.ZNF408.wgt.RDat	ZNF408	11	46722368	46727462	0.186	rs12577603	-3.21	rs10838644	 0.101196	-4.16	 0.74565	237	 2	lasso	0.1	0.0016	-0.95115	3.42e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165916.4.PSMC3.wgt.RDat	PSMC3	11	47440320	47447993	0.207	rs17197710	-2.94	rs11570067	 0.105204	-4.20	-0.95770	283	 6	lasso	0.2	7.9e-06	 0.73762	4.61e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149187.13.CELF1.wgt.RDat	CELF1	11	47487496	47586021	0.175	rs17197710	-2.94	rs12417519	 0.158786	 4.19	 0.74127	285	 1	top1	0.16	8.6e-05	 0.74127	4.59e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000134809.4.TIMM10.wgt.RDat	TIMM10	11	57295936	57298276	0.451	rs11228988	-3.07	rs2848630	 0.202413	 5.14	 0.36044	367	29	enet	0.23	1.7e-06	 0.12509	9.00e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133321.6.RARRES3.wgt.RDat	RARRES3	11	63304281	63313934	0.210	rs502224	 2.56	rs11231649	-0.011901	 3.41	 0.31122	281	 8	enet	-0.011	0.82	 0.57943	5.62e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000176485.6.PLA2G16.wgt.RDat	PLA2G16	11	63340667	63384355	0.273	rs502224	 2.56	rs7115616	-0.009919	 3.79	-0.64378	303	 8	lasso	0.0056	0.23	-1.12998	2.58e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000245532.4.NEAT1.wgt.RDat	NEAT1	11	65190245	65213011	0.193	rs625750	 3.03	rs674485	 0.071284	 3.70	-1.64070	349	 1	top1	0.071	0.0074	-1.64070	1.01e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000173327.3.MAP3K11.wgt.RDat	MAP3K11	11	65365226	65381720	0.268	rs625750	 3.03	rs2004649	 0.238882	 4.93	 0.36194	332	 1	top1	0.24	1.1e-06	 0.36194	7.17e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000172543.3.CTSW.wgt.RDat	CTSW	11	65647280	65651212	0.285	rs2904976	-2.86	rs687672	 0.263700	-4.87	-0.18459	331	 1	top1	0.26	2.6e-07	 0.18459	8.54e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255320.1.RP11-755F10.1.wgt.RDat	RP11-755F10.1	11	66012311	66013710	0.312	rs13897	-2.82	rs2236652	 0.336203	 5.46	 1.76187	313	 1	top1	0.34	3e-09	 1.76187	7.81e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000213402.2.PTPRCAP.wgt.RDat	PTPRCAP	11	67202981	67203821	0.282	rs688878	-1.81	rs630172	 0.225307	-4.86	-0.39866	222	 1	top1	0.23	2.3e-06	 0.39866	6.90e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167792.7.NDUFV1.wgt.RDat	NDUFV1	11	67374323	67380006	0.271	rs581105	-1.91	rs12790798	 0.098590	 4.32	 0.99113	241	 7	enet	0.12	0.00082	 0.94608	3.44e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000197345.8.MRPL21.wgt.RDat	MRPL21	11	68658744	68671303	0.453	rs7130881	 9.76	rs604524	 0.522028	-6.82	-1.70900	394	 1	top1	0.52	2.5e-15	 1.70900	8.75e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000132740.4.IGHMBP2.wgt.RDat	IGHMBP2	11	68671310	68708067	0.196	rs7130881	 9.76	rs10896384	 0.174874	 4.70	-1.78153	406	 1	top1	0.17	3.7e-05	-1.78153	7.48e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000259799.1.RP11-554A11.9.wgt.RDat	RP11-554A11.9	11	68923378	68927220	0.436	rs7130881	 9.76	rs3019748	 0.113267	 4.24	 5.10859	428	13	enet	0.18	2.8e-05	 6.58056	4.69e-11
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254682.1.RP11-660L16.2.wgt.RDat	RP11-660L16.2	11	71159720	71163203	0.246	rs10899616	 2.34	rs3794060	 0.269343	-5.13	 0.56679	351	 1	top1	0.27	1.8e-07	-0.56679	5.71e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000168014.12.C2CD3.wgt.RDat	C2CD3	11	73723763	73882064	0.214	rs1051076	 2.21	rs11608147	-0.011216	 3.51	-0.91718	448	14	lasso	-0.0075	0.55	-0.55367	5.80e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166435.11.XRRA1.wgt.RDat	XRRA1	11	74518784	74660245	0.796	rs7117473	-2.22	rs4944950	 0.632941	 7.79	-0.36022	509	12	lasso	0.69	1.5e-23	-0.32801	7.43e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000241170.2.RP11-147I3.1.wgt.RDat	RP11-147I3.1	11	74587331	74631067	0.318	rs7117473	-2.22	rs4245440	 0.286529	-5.37	-0.91825	458	 1	top1	0.29	6.6e-08	 0.91825	3.58e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149260.10.CAPN5.wgt.RDat	CAPN5	11	76777979	76837201	0.265	rs11236894	 3.49	rs6592657	 0.038759	 3.95	-1.10328	432	 3	lasso	0.096	0.0021	 0.14851	8.82e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246174.3.KCTD21-AS1.wgt.RDat	KCTD21-AS1	11	77850817	77886369	0.364	rs665278	 2.50	rs10793289	 0.350474	-5.60	-1.95176	363	 1	top1	0.35	1.2e-09	 1.95176	5.10e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000182919.10.C11orf54.wgt.RDat	C11orf54	11	93475129	93497915	0.478	rs989088	-2.16	rs652961	 0.330029	 5.44	 0.69104	401	 1	top1	0.33	4.4e-09	 0.69104	4.90e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000020922.8.MRE11A.wgt.RDat	MRE11A	11	94152895	94226072	0.488	rs11020878	 2.60	rs535801	 0.479244	 6.43	 0.86078	466	 1	top1	0.48	9.4e-14	 0.86078	3.89e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149231.7.CCDC82.wgt.RDat	CCDC82	11	96085933	96123087	0.572	rs528098	 3.13	rs11021552	 0.536124	 6.80	-2.46526	477	 1	top1	0.54	6.9e-16	-2.46526	1.37e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000261098.1.RP11-819C21.1.wgt.RDat	RP11-819C21.1	11	107182858	107186997	0.389	rs7937534	 2.97	rs652429	 0.011842	 3.73	 0.98724	465	 1	top1	0.012	0.16	 0.98724	3.24e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000137713.11.PPP2R1B.wgt.RDat	PPP2R1B	11	111606005	111637151	0.176	rs2850247	 3.36	rs623491	 0.101015	 3.99	-1.09639	376	 1	top1	0.1	0.0017	-1.09639	2.73e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149292.12.TTC12.wgt.RDat	TTC12	11	113185251	113254266	0.705	rs2513566	-3.76	rs2236709	 0.460988	 6.44	-1.72658	535	 1	top1	0.46	4.1e-13	-1.72658	8.42e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000248712.3.CCDC153.wgt.RDat	CCDC153	11	119061419	119066584	0.308	rs4938610	 2.53	rs11217188	 0.010114	 3.74	 1.26907	368	10	enet	0.063	0.011	 1.24433	2.13e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110060.4.PUS3.wgt.RDat	PUS3	11	125763381	125773116	0.224	rs553770	 2.95	rs1106944	 0.037405	 3.70	 0.00999	548	 1	top1	0.037	0.041	 0.00999	9.92e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110074.6.FOXRED1.wgt.RDat	FOXRED1	11	126141332	126148026	0.490	rs12807269	-2.59	rs633607	 0.221817	-5.29	 0.76933	634	 6	lasso	0.25	6e-07	-0.86435	3.87e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120451.6.SNX19.wgt.RDat	SNX19	11	130745331	130786404	0.510	rs4350370	-2.73	rs2276097	 0.392013	 5.87	-0.40576	646	 1	top1	0.39	6.9e-11	-0.40576	6.85e-01
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120647.5.CCDC77.wgt.RDat	CCDC77	12	499138	551811	0.229	rs11063222	 2.69	rs4980898	 0.02396	-3.91	 0.6717	399	 3	lasso	0.045	0.028	-0.3136	0.7538
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000171840.7.NINJ2.wgt.RDat	NINJ2	12	673462	772945	0.484	rs11609300	-3.53	rs558406	-0.00309	 2.98	-0.2970	475	25	enet	0.011	0.16	-0.5160	0.6058
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000212127.5.TAS2R14.wgt.RDat	TAS2R14	12	11090005	11091862	0.164	rs10743919	-2.72	rs10772397	 0.14591	 4.18	 0.4966	366	 1	top1	0.15	0.00017	 0.4966	0.6195
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255837.1.TAS2R20.wgt.RDat	TAS2R20	12	11149094	11150474	0.344	rs10743919	-2.72	rs10845242	 0.30272	 5.18	 0.9568	381	 1	top1	0.3	2.4e-08	 0.9568	0.3387
