PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000176273.10.SLC35G1.wgt.RDat	SLC35G1	10	95653730	95715819	0.411	rs788086	 3.31	rs1223467	 0.03223	-3.81	 0.858	479	20	enet	0.13	0.00032	-0.756	4.50e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000173145.7.NOC3L.wgt.RDat	NOC3L	10	96075004	96122716	0.213	rs11187736	-2.89	rs17516904	 0.07388	 4.20	-0.374	339	19	enet	0.1	0.0015	-0.817	4.14e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000107443.11.CCNJ.wgt.RDat	CCNJ	10	97803151	97820627	0.231	rs7893334	-3.25	rs7071836	 0.17782	-4.28	 0.109	495	 1	top1	0.18	3.1e-05	-0.109	9.13e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000227492.1.RP11-316M21.6.wgt.RDat	RP11-316M21.6	10	101989424	101993757	0.405	rs4148397	-2.50	rs7474634	 0.03123	 3.39	-1.587	378	46	enet	0.038	0.04	-1.152	2.49e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000095485.12.CWF19L1.wgt.RDat	CWF19L1	10	101992055	102027437	0.288	rs4148397	-2.50	rs11597086	 0.05562	 4.32	-2.150	395	 8	lasso	0.13	0.00041	-1.619	1.05e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000075826.12.SEC31B.wgt.RDat	SEC31B	10	102246399	102279711	0.180	rs701837	 2.50	rs3793706	 0.13586	-4.33	-0.072	425	 1	top1	0.14	0.00028	 0.072	9.43e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000221767.1.MIR1307.wgt.RDat	MIR1307	10	105154010	105154158	0.421	rs10748848	-4.75	rs2271751	 0.44663	 6.24	 1.372	335	 1	top1	0.45	1.2e-12	 1.372	1.70e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165806.15.CASP7.wgt.RDat	CASP7	10	115438942	115490662	0.593	rs4918887	 3.58	rs3121465	 0.12361	 4.70	 1.431	609	 1	top1	0.12	0.00053	 1.431	1.52e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151553.10.FAM160B1.wgt.RDat	FAM160B1	10	116581503	116659591	0.266	rs1535388	 2.71	rs7091958	 0.03995	 3.59	-0.221	377	 1	top1	0.04	0.036	-0.221	8.25e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000183605.12.SFXN4.wgt.RDat	SFXN4	10	120900425	120925179	0.366	rs12259923	 3.24	rs10749291	 0.43594	 6.24	 2.417	479	 1	top1	0.44	2.8e-12	 2.417	1.56e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000271670.1.RP11-95I16.4.wgt.RDat	RP11-95I16.4	10	122638768	122640179	0.452	rs11199714	 4.88	rs10886788	 0.39896	-5.93	 2.991	632	 1	top1	0.4	4.2e-11	-2.991	2.78e-03
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000119965.8.C10orf88.wgt.RDat	C10orf88	10	124690419	124712548	0.342	rs12146252	-2.99	rs7902274	 0.30383	 5.18	-1.747	555	 1	top1	0.3	2.3e-08	-1.747	8.06e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170430.9.MGMT.wgt.RDat	MGMT	10	131265448	131566271	0.245	rs10764909	 2.80	rs11016853	 0.13232	-4.56	-0.598	749	 4	lasso	0.2	9.4e-06	 0.980	3.27e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000151640.8.DPYSL4.wgt.RDat	DPYSL4	10	134000404	134019280	0.405	rs10870290	-2.76	rs4534498	 0.08236	 4.31	-0.068	440	 7	lasso	0.13	0.00034	-0.250	8.02e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165752.12.STK32C.wgt.RDat	STK32C	10	134020996	134145351	0.428	rs10870290	-2.76	rs12570033	 0.10858	-4.09	-0.665	489	 1	top1	0.11	0.0011	 0.665	5.06e-01
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177042.10.TMEM80.wgt.RDat	TMEM80	11	698869	705028	0.449	rs11246045	-3.19	rs4963126	 0.307313	-5.52	 0.220	449	 1	top1	0.31	1.8e-08	-0.2200	8.26e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255284.1.AP006621.5.wgt.RDat	AP006621.5	11	777578	784297	0.344	rs35601764	-3.06	rs4963153	 0.308714	 5.50	-0.576	394	 1	top1	0.31	1.7e-08	-0.5760	5.65e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177236.3.AP006621.1.wgt.RDat	AP006621.1	11	780117	780755	0.461	rs35601764	-3.06	rs4963153	 0.370102	 6.08	-0.576	392	 1	top1	0.37	3.1e-10	-0.5760	5.65e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255142.1.AP006621.6.wgt.RDat	AP006621.6	11	781645	782105	0.331	rs35601764	-3.06	rs11246316	 0.146240	 4.47	-0.463	393	 7	lasso	0.2	8.8e-06	-0.1567	8.76e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000177697.13.CD151.wgt.RDat	CD151	11	832843	838834	0.575	rs35601764	-3.06	rs34956804	 0.328849	-5.73	-0.129	390	36	enet	0.35	1.5e-09	-0.2839	7.76e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110628.9.SLC22A18.wgt.RDat	SLC22A18	11	2923423	2946476	0.607	rs231899	-2.76	rs16928809	 0.484064	 6.51	 0.244	444	52	enet	0.52	1.9e-15	-0.1943	8.46e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167325.10.RRM1.wgt.RDat	RRM1	11	4115937	4160106	0.287	rs966496	 2.97	rs2284452	 0.000514	 3.48	 1.300	517	25	enet	0.0048	0.24	 0.5132	6.08e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000170955.9.PRKCDBP.wgt.RDat	PRKCDBP	11	6340176	6341877	0.315	rs10500661	-4.34	rs1377522	 0.206738	 4.39	-0.937	604	 1	top1	0.21	6.5e-06	-0.9370	3.49e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000158042.8.MRPL17.wgt.RDat	MRPL17	11	6702013	6704632	0.265	rs10500661	-4.34	rs16917433	 0.041884	 4.45	-0.876	612	 5	lasso	0.064	0.011	-1.0210	3.07e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149050.5.ZNF214.wgt.RDat	ZNF214	11	7020549	7041599	0.228	rs2063082	-2.41	rs10839715	 0.080189	-4.20	 1.102	679	 5	lasso	0.12	0.00059	-1.7885	7.37e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166394.10.CYB5R2.wgt.RDat	CYB5R2	11	7686331	7698453	0.570	NA	   NA	NA	       NA	   NA	    NA	  0	 0	enet	0.048	0.024	     NA	      NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166436.11.TRIM66.wgt.RDat	TRIM66	11	8633584	8693413	0.346	rs10840166	 2.98	rs10840114	 0.237758	 5.11	-0.930	495	 5	lasso	0.29	4e-08	-0.8792	3.79e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254860.1.TMEM9B-AS1.wgt.RDat	TMEM9B-AS1	11	8986222	8999074	0.536	rs10840166	 2.98	rs3815991	 0.333674	 6.13	 0.335	351	 2	lasso	0.37	3.9e-10	 0.9571	3.39e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133812.10.SBF2.wgt.RDat	SBF2	11	9800214	10315754	0.211	rs4910143	 3.06	rs10500724	 0.045053	 3.94	 0.138	662	 1	top1	0.045	0.028	 0.1380	8.90e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000121690.5.DEPDC7.wgt.RDat	DEPDC7	11	33037410	33055128	0.199	rs2615919	 1.99	rs7926030	 0.070588	-3.84	-0.012	307	 2	lasso	0.16	7.6e-05	-0.2693	7.88e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149089.8.APIP.wgt.RDat	APIP	11	34874641	34918402	0.551	rs7113572	-3.35	rs1117050	 0.512388	 6.66	 1.486	705	 1	top1	0.51	5.8e-15	 1.4860	1.37e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149084.7.HSD17B12.wgt.RDat	HSD17B12	11	43577986	43878160	0.649	rs6485409	-2.90	rs10768983	 0.511780	-6.78	-0.038	651	34	enet	0.53	8.9e-16	 0.2597	7.95e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246250.2.RP11-613D13.5.wgt.RDat	RP11-613D13.5	11	43851259	43902276	0.294	rs17508783	 2.59	rs10768983	 0.071117	-4.54	-0.038	524	27	enet	0.16	8.2e-05	 0.0109	9.91e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110455.9.ACCS.wgt.RDat	ACCS	11	44087475	44105764	0.477	rs16937996	 2.89	rs7951555	 0.126286	 4.58	-0.042	534	 8	lasso	0.39	9.1e-11	-1.4294	1.53e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000175213.2.ZNF408.wgt.RDat	ZNF408	11	46722368	46727462	0.186	rs7946709	-2.29	rs10838644	 0.101196	-4.16	-1.162	237	 2	lasso	0.1	0.0016	 1.1976	2.31e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165916.4.PSMC3.wgt.RDat	PSMC3	11	47440320	47447993	0.207	rs2280231	 2.52	rs11570067	 0.105204	-4.20	-0.596	283	 6	lasso	0.2	7.9e-06	 0.7669	4.43e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149187.13.CELF1.wgt.RDat	CELF1	11	47487496	47586021	0.175	rs2280231	 2.52	rs12417519	 0.158786	 4.19	-1.260	285	 1	top1	0.16	8.6e-05	-1.2600	2.08e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000134809.4.TIMM10.wgt.RDat	TIMM10	11	57295936	57298276	0.451	rs17562197	 2.10	rs2848630	 0.202413	 5.14	 0.443	367	29	enet	0.23	1.7e-06	 0.1590	8.74e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133321.6.RARRES3.wgt.RDat	RARRES3	11	63304281	63313934	0.210	rs11231603	-2.20	rs11231649	-0.011901	 3.41	 0.200	281	 8	enet	-0.011	0.82	 1.3092	1.90e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000176485.6.PLA2G16.wgt.RDat	PLA2G16	11	63340667	63384355	0.273	rs11231603	-2.20	rs7115616	-0.009919	 3.79	-0.719	303	 8	lasso	0.0056	0.23	-0.1121	9.11e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000245532.4.NEAT1.wgt.RDat	NEAT1	11	65190245	65213011	0.193	rs601100	 2.80	rs674485	 0.071284	 3.70	 0.728	349	 1	top1	0.071	0.0074	 0.7280	4.67e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000173327.3.MAP3K11.wgt.RDat	MAP3K11	11	65365226	65381720	0.268	rs601100	 2.80	rs2004649	 0.238882	 4.93	-2.076	332	 1	top1	0.24	1.1e-06	-2.0760	3.79e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000172543.3.CTSW.wgt.RDat	CTSW	11	65647280	65651212	0.285	rs601100	 2.80	rs687672	 0.263700	-4.87	 0.047	331	 1	top1	0.26	2.6e-07	-0.0470	9.63e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255320.1.RP11-755F10.1.wgt.RDat	RP11-755F10.1	11	66012311	66013710	0.312	rs601100	 2.80	rs2236652	 0.336203	 5.46	 0.856	313	 1	top1	0.34	3e-09	 0.8560	3.92e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000213402.2.PTPRCAP.wgt.RDat	PTPRCAP	11	67202981	67203821	0.282	rs7952436	 3.99	rs630172	 0.225307	-4.86	-1.246	222	 1	top1	0.23	2.3e-06	 1.2460	2.13e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000167792.7.NDUFV1.wgt.RDat	NDUFV1	11	67374323	67380006	0.271	rs7952436	 3.99	rs12790798	 0.098590	 4.32	 1.206	241	 7	enet	0.12	0.00082	 1.1331	2.57e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000197345.8.MRPL21.wgt.RDat	MRPL21	11	68658744	68671303	0.453	rs7130881	12.53	rs604524	 0.522028	-6.82	-0.430	394	 1	top1	0.52	2.5e-15	 0.4300	6.67e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000132740.4.IGHMBP2.wgt.RDat	IGHMBP2	11	68671310	68708067	0.196	rs7130881	12.53	rs10896384	 0.174874	 4.70	-0.022	406	 1	top1	0.17	3.7e-05	-0.0220	9.82e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000259799.1.RP11-554A11.9.wgt.RDat	RP11-554A11.9	11	68923378	68927220	0.436	rs7130881	12.53	rs3019748	 0.113267	 4.24	 7.615	428	13	enet	0.18	2.8e-05	 8.7007	3.30e-18
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000254682.1.RP11-660L16.2.wgt.RDat	RP11-660L16.2	11	71159720	71163203	0.246	rs10899616	 2.70	rs3794060	 0.269343	-5.13	 1.232	351	 1	top1	0.27	1.8e-07	-1.2320	2.18e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000168014.12.C2CD3.wgt.RDat	C2CD3	11	73723763	73882064	0.214	rs11600217	 2.27	rs11608147	-0.011216	 3.51	-0.823	448	14	lasso	-0.0075	0.55	 0.4523	6.51e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166435.11.XRRA1.wgt.RDat	XRRA1	11	74518784	74660245	0.796	rs7117473	-4.22	rs4944950	 0.632941	 7.79	 1.212	509	12	lasso	0.69	1.5e-23	 1.2771	2.02e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000241170.2.RP11-147I3.1.wgt.RDat	RP11-147I3.1	11	74587331	74631067	0.318	rs7117473	-4.22	rs4245440	 0.286529	-5.37	 1.129	458	 1	top1	0.29	6.6e-08	-1.1290	2.59e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149260.10.CAPN5.wgt.RDat	CAPN5	11	76777979	76837201	0.265	rs948973	-2.25	rs6592657	 0.038759	 3.95	-1.095	432	 3	lasso	0.096	0.0021	 0.1111	9.12e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000246174.3.KCTD21-AS1.wgt.RDat	KCTD21-AS1	11	77850817	77886369	0.364	rs17825319	-2.29	rs10793289	 0.350474	-5.60	-0.051	363	 1	top1	0.35	1.2e-09	 0.0510	9.59e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000182919.10.C11orf54.wgt.RDat	C11orf54	11	93475129	93497915	0.478	rs11020229	-2.86	rs652961	 0.330029	 5.44	 0.585	401	 1	top1	0.33	4.4e-09	 0.5850	5.59e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000020922.8.MRE11A.wgt.RDat	MRE11A	11	94152895	94226072	0.488	rs12796488	-3.28	rs535801	 0.479244	 6.43	 1.443	466	 1	top1	0.48	9.4e-14	 1.4430	1.49e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149231.7.CCDC82.wgt.RDat	CCDC82	11	96085933	96123087	0.572	rs562833	 2.73	rs11021552	 0.536124	 6.80	-1.392	477	 1	top1	0.54	6.9e-16	-1.3920	1.64e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000261098.1.RP11-819C21.1.wgt.RDat	RP11-819C21.1	11	107182858	107186997	0.389	rs12421525	 2.87	rs652429	 0.011842	 3.73	 0.430	465	 1	top1	0.012	0.16	 0.4300	6.67e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000137713.11.PPP2R1B.wgt.RDat	PPP2R1B	11	111606005	111637151	0.176	rs2850247	 3.62	rs623491	 0.101015	 3.99	-2.485	376	 1	top1	0.1	0.0017	-2.4850	1.30e-02
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000149292.12.TTC12.wgt.RDat	TTC12	11	113185251	113254266	0.705	rs2465650	-3.87	rs2236709	 0.460988	 6.44	-0.896	535	 1	top1	0.46	4.1e-13	-0.8960	3.70e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000248712.3.CCDC153.wgt.RDat	CCDC153	11	119061419	119066584	0.308	rs3901422	 3.01	rs11217188	 0.010114	 3.74	 0.512	368	10	enet	0.063	0.011	 0.9857	3.24e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110060.4.PUS3.wgt.RDat	PUS3	11	125763381	125773116	0.224	rs959582	 3.10	rs1106944	 0.037405	 3.70	 0.764	548	 1	top1	0.037	0.041	 0.7640	4.45e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000110074.6.FOXRED1.wgt.RDat	FOXRED1	11	126141332	126148026	0.490	rs608251	 2.55	rs633607	 0.221817	-5.29	-0.866	634	 6	lasso	0.25	6e-07	 1.0810	2.80e-01
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120451.6.SNX19.wgt.RDat	SNX19	11	130745331	130786404	0.510	rs7947220	 2.77	rs2276097	 0.392013	 5.87	-0.923	646	 1	top1	0.39	6.9e-11	-0.9230	3.56e-01
PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120647.5.CCDC77.wgt.RDat	CCDC77	12	499138	551811	0.229	rs2607943	 3.91	rs4980898	 0.02396	-3.91	-0.232	399	 3	lasso	0.045	0.028	 0.6608	0.50873
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000171840.7.NINJ2.wgt.RDat	NINJ2	12	673462	772945	0.484	rs2607943	 3.91	rs558406	-0.00309	 2.98	 0.282	475	25	enet	0.011	0.16	 0.1308	0.89595
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000212127.5.TAS2R14.wgt.RDat	TAS2R14	12	11090005	11091862	0.164	rs4763539	 2.48	rs10772397	 0.14591	 4.18	-0.446	366	 1	top1	0.15	0.00017	-0.4460	0.65560
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000255837.1.TAS2R20.wgt.RDat	TAS2R20	12	11149094	11150474	0.344	rs17809806	-2.48	rs10845242	 0.30272	 5.18	-0.054	381	 1	top1	0.3	2.4e-08	-0.0540	0.95694
